market_side,timestamp_utc,price_yes_cents,price_no_cents,volume,taker_side,trade_id
SAM,2026-09-01T00:01:22.571248Z,6.0,94.0,1.0,no,07213350-9439-aa7f-1479-7c71272d1aac
SAM,2026-09-01T00:01:26.873176Z,6.0,94.0,1.0,no,07213351-4ab9-a423-e976-f8f5a4be1848
SAM,2026-09-01T00:01:27.413488Z,6.0,94.0,1.0,no,07213351-5a19-8e9b-e463-0de1b3f6a5e4
SAM,2026-09-01T00:01:27.918448Z,6.0,94.0,1.0,no,07213351-5a19-a91b-27d6-617a05d2ce28
SAM,2026-09-01T00:01:28.647278Z,6.0,94.0,1.0,no,07213351-2a79-800f-5a60-47ccd7bb265c
SAM,2026-09-01T00:01:28.947003Z,6.0,94.0,1.0,no,07213351-2a79-bf77-0d8a-0e54419b6bdc
SAM,2026-09-01T00:01:29.338052Z,6.0,94.0,1.0,no,07213351-3bd9-be57-68b6-b0b7cf4ad584
SAM,2026-09-01T00:01:29.944828Z,6.0,94.0,1.0,no,07213351-3bd9-bd9f-ced1-b731f0a1f858
SAM,2026-09-01T00:01:30.407667Z,6.0,94.0,1.0,no,07213351-0b39-ab0b-17a3-066b1c7eb4a8
SAM,2026-09-01T00:01:30.906832Z,6.0,94.0,1.0,no,07213351-0b39-8a17-e657-f0c0d33090a8
SAM,2026-09-01T00:01:31.390072Z,6.0,94.0,1.0,no,07213351-1899-a02f-51e4-703ac47bfac8
SAM,2026-09-01T00:01:31.877371Z,6.0,94.0,1.0,no,07213351-1899-85b7-972a-0c181746fdc4
SAM,2026-09-01T00:01:32.349987Z,6.0,94.0,1.0,no,07213351-e8f9-b873-2f69-2737d812e0f8
SAM,2026-09-01T00:01:32.679285Z,6.0,94.0,1.0,no,07213351-e8f9-934f-3d6a-d43d3da4bbcc
SAM,2026-09-01T00:01:33.141921Z,6.0,94.0,1.0,no,07213351-f859-b167-a41e-e3fbcc6b92f8
SAM,2026-09-01T00:01:33.434955Z,6.0,94.0,1.0,no,07213351-f859-8823-0aac-dfa21adc735c
SAM,2026-09-01T00:01:34.233298Z,6.0,94.0,1.0,no,07213351-c9b9-8933-f674-e5ab4d820124
SAM,2026-09-01T00:01:34.493959Z,6.0,94.0,1.0,no,07213351-c9b9-be0f-c829-3557e5b71dd4
SAM,2026-09-01T00:01:35.046118Z,6.0,94.0,1.0,no,07213351-d919-8827-9af7-e10dcda35a10
SAM,2026-09-01T00:01:35.552752Z,6.0,94.0,1.0,no,07213351-d919-9ce7-5f7f-2784bb28a670
SAM,2026-09-01T00:01:36.464382Z,6.0,94.0,1.0,no,07213351-a979-898b-2add-18bbc429f5b0
SAM,2026-09-01T00:01:37.527446Z,6.0,94.0,1.0,no,07213351-bed9-9d9f-a8c9-27cf71845aa4
SAM,2026-09-01T00:01:38.044031Z,6.0,94.0,1.0,no,07213351-8e39-a38f-16bc-695031c15b0c
SAM,2026-09-01T00:01:38.846239Z,6.0,94.0,1.0,no,07213351-8e39-aafb-c250-a318d7f6649c
SAM,2026-09-01T00:01:39.312242Z,6.0,94.0,1.0,no,07213351-9f99-b037-758c-983ae2246afc
SAM,2026-09-01T00:01:40.341575Z,6.0,94.0,1.0,no,07213352-6ff9-acd7-1dd4-61b4bef177b4
SAM,2026-09-01T00:01:40.614444Z,6.0,94.0,1.0,no,07213352-6ff9-9513-5c1c-a54f72da03fc
SAM,2026-09-01T00:01:41.376413Z,6.0,94.0,1.0,no,07213352-7f59-aa27-979a-3af3dc53a99c
SAM,2026-09-01T00:01:42.351465Z,6.0,94.0,1.0,no,07213352-4cb9-bb5b-ead5-1e2944fd0728
SAM,2026-09-01T00:01:42.658036Z,6.0,94.0,1.0,no,07213352-4cb9-ae2f-f6e0-13613e23e240
SAM,2026-09-01T00:01:43.362255Z,6.0,94.0,1.0,no,07213352-5c19-9f63-e5a3-18edffb8beb8
SAM,2026-09-01T00:02:21.408932Z,7.0,93.0,13.41,yes,0721335a-e6b1-93a6-3a9b-bfb06b520c5a
SAM,2026-09-01T00:12:08.138892Z,6.0,94.0,213.0,yes,07213376-4569-93c2-a4b1-7b0ac1c447bd
SAM,2026-09-01T00:12:08.138892Z,6.0,94.0,6.0,yes,07213375-dd11-9858-9c4d-33033dc37805
SAM,2026-09-01T00:12:08.138892Z,6.0,94.0,23.0,yes,07213375-dd11-93fa-8013-f452e1002020
SAM,2026-09-01T00:12:08.138892Z,6.0,94.0,100.0,yes,07213375-d2c9-94fb-aa0b-c16380991587
SAM,2026-09-01T00:12:08.138892Z,6.0,94.0,58.0,yes,07213370-4d51-9a14-abbe-bc5fd4e0eac0
SAM,2026-09-01T00:33:58.718859Z,6.0,94.0,150.0,yes,072133c3-4869-8052-dcc7-93dd6a2e66fe
SAM,2026-09-01T00:44:30.490396Z,6.0,94.0,50.0,yes,072133fd-fd69-b69a-25fa-f35cf626774a
SAM,2026-09-01T00:44:30.490396Z,6.0,94.0,100.0,yes,072133e1-4949-bb56-2b91-9e15180373c8
SAM,2026-09-01T00:44:30.490396Z,6.0,94.0,609.0,yes,072133d9-1c89-b1ff-194f-a0eb8cc37d2f
SAM,2026-09-01T00:44:30.490396Z,6.0,94.0,1.0,yes,072133d3-0ee9-b225-2eb4-b12c61c83b49
SAM,2026-09-01T00:44:30.490396Z,6.0,94.0,410.0,yes,072133d0-3449-b68e-09b4-fbdd967bb3fe
SAM,2026-09-01T00:53:35.992648Z,6.0,94.0,23.0,yes,072133be-0fe9-8b2c-f257-8e62cd946d4c
SAM,2026-09-01T00:53:35.992648Z,6.0,94.0,384.0,yes,072133b9-e569-8c6c-e618-b36617c8a110
SAM,2026-09-01T00:53:35.992648Z,6.0,94.0,321.0,yes,072133b9-a6c1-8e52-f61a-8107b46381f2
SAM,2026-09-01T00:53:35.992648Z,6.0,94.0,200.0,yes,072133b9-a6c1-8218-c458-fcb76ba5ea7f
SAM,2026-09-01T00:53:35.992648Z,6.0,94.0,100.0,yes,072133a5-7329-832d-d7a7-9c6a74bd0f79
SAM,2026-09-01T00:53:36.155056Z,6.0,94.0,142.0,yes,072133a1-3481-95fa-45ac-624cdd94c491
SAM,2026-09-01T01:02:12.733719Z,6.0,94.0,55.16,yes,0721338a-1ec9-b48c-78c4-67bd3f783ca6
SAM,2026-09-01T01:02:12.733719Z,6.0,94.0,23.0,yes,07213386-b601-bc6a-7a13-bd582007f7bd
SAM,2026-09-01T01:06:13.243184Z,6.0,94.0,7.16,yes,0721307f-3149-bf59-c802-0fd94f35049d
SAM,2026-09-01T01:06:13.243184Z,6.0,94.0,23.0,yes,0721307f-3149-b71d-ed58-b51589658fee
SAM,2026-09-01T01:06:13.243184Z,6.0,94.0,44.84,yes,0721307b-c869-bb7c-e722-0ff1912636a2
SAM,2026-09-01T01:06:19.130918Z,6.0,94.0,39.0,yes,0721307f-9489-bc61-897a-ddcb6d5fe56d
SAM,2026-09-01T01:42:25.661861Z,6.0,94.0,1.0,yes,072130c3-a0d9-9854-debf-eab65e88725a
SAM,2026-09-01T02:38:22.04648Z,6.0,94.0,50.0,yes,072131fa-0531-bfe5-2c20-9ffc3ac81f2f
SAM,2026-09-01T02:38:22.04648Z,6.0,94.0,28.18,yes,072131ed-84c9-b48a-3789-2aa3cd0520ff
SAM,2026-09-01T03:55:20.340579Z,6.0,94.0,12.37,yes,072136a3-2b69-ae3f-2005-c66b916b793c
SAM,2026-09-01T03:56:48.380308Z,6.0,94.0,156.37,yes,072136bd-ca69-889b-e1dc-6956f21c6500
SAM,2026-09-01T04:39:09.070552Z,6.0,94.0,15.63,yes,072137da-ce11-ba77-2fb1-0599a839c887
SIU,2026-08-25T01:35:00.361356Z,90.0,10.0,1.0,yes,bfdb5b3a-b4e0-8066-fe54-343fbed583d9
SIU,2026-08-25T01:38:34.729045Z,90.0,10.0,1.0,yes,bfdb5b45-a420-92ee-3328-f365830448a5
SIU,2026-08-25T01:45:30.332254Z,90.0,10.0,1.0,yes,bfdb5b63-4820-8cbe-b5c5-8e8066e5cee1
SIU,2026-08-25T15:50:04.723225Z,65.0,35.0,1.28,no,e89c5511-3cbf-b440-25b7-dd999b1bf2ee
SIU,2026-08-25T15:50:04.723225Z,70.0,30.0,1.0,no,9fe24c49-1277-b08b-06b1-801cfe9f66ca
SIU,2026-08-25T15:50:04.723225Z,67.0,33.0,1.0,no,5dd311c9-8796-bef7-30f4-c6f33b408cc3
SIU,2026-08-26T17:30:38.733862Z,90.0,10.0,197.0,yes,bfdb7d7d-aaa0-a5c2-07df-e9aa9d676f45
SIU,2026-08-26T17:30:38.733862Z,90.0,10.0,250.0,yes,0720c164-5751-9824-26a5-657a398719b3
SIU,2026-08-27T20:46:20.121396Z,77.0,23.0,3.0,no,07215710-9e81-8914-b2d8-7f66ea1539dc
SIU,2026-08-28T21:13:34.439001Z,89.0,11.0,250.0,no,07216f59-dbe9-85ce-e69f-9c7fab2dd293
SIU,2026-08-29T12:29:50.158586Z,89.0,11.0,1.0,yes,07217fc4-ea51-8328-e84a-c2c5e6741417
SIU,2026-08-29T15:52:35.536247Z,65.0,35.0,12.68,no,e89d8b80-35df-9ec0-5dbe-fc0504c06f6e
SIU,2026-08-29T15:52:35.536247Z,66.0,34.0,1.0,no,07217578-8039-a9a5-4288-8c259da7a4d8
SIU,2026-08-29T23:57:13.874925Z,77.0,23.0,1.0,yes,07217022-e9f1-80dd-cbfd-2f6d2225c3db
SIU,2026-08-30T00:00:29.562635Z,75.0,25.0,1.0,yes,07217029-7089-acaa-2de5-f6550a8d3581
SIU,2026-08-30T00:04:27.229044Z,77.0,23.0,1.0,yes,07217016-0d19-bcee-a341-b33e069664d7
SIU,2026-08-30T00:07:59.410513Z,77.0,23.0,1.0,yes,07217004-df79-9430-f355-c9c153f4fdb8
SIU,2026-08-30T00:11:42.105691Z,77.0,23.0,1.0,yes,07211006-12f1-a6b3-984b-6363e44a7055
SIU,2026-08-30T00:12:39.620758Z,77.0,23.0,1.0,yes,07211009-b791-a07a-2b6a-ab66311a7088
SIU,2026-08-30T00:47:18.516342Z,80.0,20.0,1.23,yes,07210f78-5859-871e-40b7-7452b26d38dc
SIU,2026-08-30T02:21:51.075081Z,87.0,13.0,4.0,yes,0721119c-6731-8af6-5f8f-3e1b97c89119
SIU,2026-08-30T02:21:51.075081Z,88.0,12.0,7.3,yes,07211187-85a1-8f2d-6055-5b3bc216fbb5
SIU,2026-08-30T03:38:57.129293Z,73.0,27.0,0.7,no,07211241-4541-ae37-882e-97731f08a93d
SIU,2026-08-30T03:53:38.97386Z,74.0,26.0,1.0,no,072113f9-8e91-9fb8-efce-222a85c1e6b9
SIU,2026-08-30T03:53:38.97386Z,73.0,27.0,4.62,no,072113f8-5db1-9bb7-f84e-a2c5e815e2c2
SIU,2026-08-30T05:30:04.773771Z,79.0,21.0,1.0,no,072115b0-8d19-a72e-6cff-20560c65dc2c
SIU,2026-08-30T05:46:17.743798Z,79.0,21.0,0.38,no,072115e5-0071-ae77-1234-801cb02099de
SIU,2026-08-30T06:21:51.911934Z,89.0,11.0,9.51,yes,07211457-f1a9-9cf5-79a5-1eb90ea7bb36
SIU,2026-08-30T07:25:39.256598Z,80.0,20.0,1.0,no,07211748-83e1-85bb-47e6-2d027352cc17
SIU,2026-08-30T10:08:54.916977Z,85.0,15.0,1.0,no,07211a8a-6601-ae8d-fb2f-560079485f6a
SIU,2026-08-30T12:33:39.232251Z,89.0,11.0,5.57,yes,07211ba1-8329-aae1-a736-4a88c3cab52a
SIU,2026-08-30T14:18:20.056612Z,89.0,11.0,2.23,yes,07211d20-de49-b475-b4a2-10c448511802
SIU,2026-08-30T14:29:41.402671Z,89.0,11.0,5.57,yes,07211d49-71e9-8bfd-82cf-6cd834644456
SIU,2026-08-30T15:44:32.496031Z,89.0,11.0,2.78,yes,07211e22-34e1-972e-01bf-f4de1ac6ee80
SIU,2026-08-30T16:24:32.006055Z,88.0,12.0,2.53,yes,07211e9f-4d51-a547-eb44-c9d65fd1242f
SIU,2026-08-30T16:27:34.027986Z,87.0,13.0,3.33,yes,07211e80-8129-abad-0fc2-1dd878cb9342
SIU,2026-08-30T16:27:34.027986Z,88.0,12.0,100.0,yes,07211e80-8129-aac5-2e5d-14e923764ffb
SIU,2026-08-30T16:37:15.996346Z,85.0,15.0,2.66,no,07211d59-bf99-8b54-ced7-17ad8c46347a
SIU,2026-08-30T16:37:15.999507Z,84.0,16.0,2.0,no,07211d59-bf99-9d85-7b96-59b50b32e038
SIU,2026-08-30T16:39:21.06801Z,88.0,12.0,1.99,yes,07211da0-4e59-abcc-0018-69175b70bb6f
SIU,2026-08-30T16:39:21.06801Z,89.0,11.0,2.27,yes,07211d63-2b29-af32-1c1c-5321e49d8894
SIU,2026-08-30T16:39:21.06801Z,88.0,12.0,1.34,yes,07211d57-a251-a341-156c-ab94b8306152
SIU,2026-08-30T16:50:17.146888Z,85.0,15.0,3.33,no,07211dc1-41e9-af68-f38a-864328d26b17
SIU,2026-08-30T17:11:47.909037Z,89.0,11.0,2.27,yes,07211dd4-7169-aaa2-168d-b309ebbb6284
SIU,2026-08-30T17:11:47.909037Z,88.0,12.0,3.33,yes,07211d0a-15f9-a8ba-14d9-818ddfca0c83
SIU,2026-08-30T17:46:57.345314Z,89.0,11.0,1.11,yes,07211c6b-b829-a286-2f1c-63f5746aa4a4
SIU,2026-08-30T17:58:17.097265Z,86.0,14.0,3.46,no,07211c80-5f39-9233-fb3d-77bdaa4bd619
SIU,2026-08-30T18:23:10.371244Z,90.0,10.0,5.51,yes,07211cc7-b379-99d3-699f-c1bea6337620
SIU,2026-08-30T18:46:41.226818Z,86.0,14.0,3.0,no,07211c2f-5e21-ba38-74c1-a2b216c70970
SIU,2026-08-30T18:46:41.236225Z,85.0,15.0,3.0,no,07211c32-9c39-af8a-6b9c-63f6457575e1
SIU,2026-08-30T18:46:41.236225Z,86.0,14.0,0.01,no,07211c2f-5e21-ae58-5287-0f5e16c875ec
SIU,2026-08-30T19:16:46.47037Z,86.0,14.0,2.84,no,07210396-b3d9-9ac0-fa9f-895d6c3e83be
SIU,2026-08-30T20:05:30.913871Z,85.0,15.0,1.05,no,072102d2-39d9-b926-a068-77605fd5f371
SIU,2026-08-30T20:07:42.641599Z,85.0,15.0,6.0,no,072102ea-4f59-a8e2-5650-2643666de7b5
SIU,2026-08-30T20:33:06.833501Z,90.0,10.0,0.44,yes,072102e3-86f9-9e5f-ec2b-8a8404564ab8
SIU,2026-08-30T22:45:13.412973Z,90.0,10.0,1.1,yes,072107b0-3e39-8f9b-0c4d-209fe488f8aa
SIU,2026-08-30T23:42:39.684925Z,90.0,10.0,1.0,yes,072100e2-6af9-add7-a204-b76d7864101e
SIU,2026-08-30T23:48:21.984911Z,90.0,10.0,20.0,yes,0721009f-4ab9-857f-213f-af9dad15bb7a
SIU,2026-08-31T01:52:11.86922Z,88.0,12.0,1.0,no,0721031f-6551-a130-52b6-bb3dbcf7aead
SIU,2026-08-31T01:52:11.86922Z,88.0,12.0,20.0,no,07210302-04d1-a374-7033-2a15b05525b0
SIU,2026-08-31T01:52:11.86922Z,88.0,12.0,1.0,no,072102c8-2d79-a1a6-520f-5c54b776a213
SIU,2026-08-31T01:52:11.86922Z,88.0,12.0,25.0,no,07210291-2259-aa91-591d-efe8d16f07b4
SIU,2026-08-31T02:24:12.561164Z,90.0,10.0,0.01,yes,072103d2-9a31-8798-740f-645b9fe939ac
SIU,2026-08-31T02:53:21.420881Z,88.0,12.0,0.31,yes,0721034a-3929-8b82-cd79-6054177fafa0
SIU,2026-08-31T03:36:47.271382Z,87.0,13.0,0.01,yes,0721024b-94f1-95ba-8786-c09f23efc915
SIU,2026-08-31T03:47:00.185334Z,74.0,26.0,5.59,no,07210258-e469-9660-264d-fb1c6ccb9351
SIU,2026-08-31T03:47:00.185334Z,75.0,25.0,0.01,no,07210251-e8d1-96b5-114a-31f6334cf828
SIU,2026-08-31T06:01:03.556423Z,85.0,15.0,168.0,yes,07210fc7-c5f9-9f50-afaf-e7760bc56868
SIU,2026-08-31T06:01:03.556423Z,85.0,15.0,83.0,yes,07210fc7-46e1-95da-961e-68366ef59818
SIU,2026-08-31T07:11:52.074455Z,83.0,17.0,48.0,yes,07210c00-cbe9-a4d4-65d2-c8fa09e54599
SIU,2026-08-31T07:11:52.081932Z,83.0,17.0,3.0,yes,07210c00-cbe9-b458-61d2-8efd485a6f51
SIU,2026-08-31T07:11:52.084613Z,83.0,17.0,24.0,yes,07210c00-cbe9-9e00-359a-8bc3ea242acd
SIU,2026-08-31T08:50:31.557437Z,89.0,11.0,2.23,yes,07210aa4-6d61-b7b0-0a35-443fffa9852f
SIU,2026-08-31T13:48:51.435634Z,90.0,10.0,2.2,yes,072135f0-9811-9bb6-4e53-6610eb364763
SIU,2026-08-31T15:40:59.533828Z,83.0,17.0,24.9,no,072136fc-b2c9-8096-00b8-eb54adc1153b
SIU,2026-08-31T16:20:14.571331Z,88.0,12.0,33.0,yes,07213aed-fb19-8a19-921e-ccd7eaea6a5a
SIU,2026-08-31T16:20:14.571331Z,90.0,10.0,11.81,yes,072137dd-7631-8f16-aa09-5eb29512be17
SIU,2026-08-31T16:39:00.03833Z,88.0,12.0,2.21,yes,07213a5f-a219-999e-7c13-f37140498d93
SIU,2026-08-31T18:17:23.971292Z,89.0,11.0,5.57,yes,07213cf6-63e9-8c39-6f4e-a87df0bb7da9
SIU,2026-08-31T20:14:45.033996Z,88.0,12.0,11.26,yes,07213ce3-21d9-b5b5-2a84-f02fee191c2d
SIU,2026-08-31T20:47:49.671715Z,87.0,13.0,2.0,yes,07213fc3-c5d9-bd21-13aa-8019632f9c19
SIU,2026-08-31T21:08:45.38403Z,85.0,15.0,2.0,yes,07213f3a-a131-969f-d4f5-8e9f6065a1c0
SIU,2026-08-31T21:08:45.38403Z,85.0,15.0,2.0,yes,07213f3a-a131-95f2-d98e-3779292d68a4
SIU,2026-08-31T22:48:54.184736Z,87.0,13.0,0.56,yes,07213209-2281-bb90-d92c-784bf051367f
SIU,2026-08-31T23:52:30.098851Z,86.0,14.0,18.0,yes,072132ed-15b9-8f27-2473-a2ef90f1b050
SIU,2026-08-31T23:52:30.098851Z,86.0,14.0,99.0,yes,072132c2-0621-8057-1ad3-9a61a39ce6c3
SIU,2026-08-31T23:52:43.663774Z,88.0,12.0,15.64,yes,072132c8-5199-8990-3055-5ed64abdba17
SIU,2026-08-31T23:52:43.663774Z,86.0,14.0,64.0,yes,072132c3-3d01-83af-3796-c65effb43caf
SIU,2026-08-31T23:54:12.382681Z,90.0,10.0,15.99,yes,07213d5b-fc71-b626-4376-fdd8a759d61f
SIU,2026-08-31T23:54:12.382681Z,90.0,10.0,0.01,yes,07213d1e-96d1-b861-6f94-7555f06f323f
SIU,2026-08-31T23:54:12.382681Z,88.0,12.0,58.36,yes,072132c7-a0f9-bcdc-7b19-ce34d7192677
SIU,2026-08-31T23:54:12.382681Z,89.0,11.0,27.0,yes,072132c4-3329-b6a2-437a-f57b31299d16
SIU,2026-08-31T23:54:12.382681Z,90.0,10.0,38.05,yes,072131c5-7821-baa6-5818-2daeaceadf7c
SIU,2026-08-31T23:54:51.395124Z,89.0,11.0,14.94,yes,072132c3-d3c9-9bfa-c89b-1b5d0c33ba94
SIU,2026-08-31T23:54:51.395124Z,88.0,12.0,50.0,yes,072132c3-d3c9-956a-c71d-c5b824ac6958
SIU,2026-08-31T23:54:51.395124Z,87.0,13.0,39.0,yes,072132c3-c479-982b-f813-c8327d7b9479
SIU,2026-08-31T23:54:51.395124Z,88.0,12.0,9.0,yes,072132c3-afa1-92d7-c2d9-bd15b4ed0d1b
SIU,2026-08-31T23:55:27.224382Z,87.0,13.0,43.0,yes,072132c1-eac1-b416-24fc-dda2e689a7eb
SIU,2026-08-31T23:55:27.224382Z,89.0,11.0,35.06,yes,072132c1-8649-bc82-0aff-05d67a476fd8
SIU,2026-08-31T23:55:27.224382Z,87.0,13.0,11.0,yes,072132c0-2631-b102-201d-f3a3a55159de
SIU,2026-08-31T23:55:27.224382Z,87.0,13.0,29.0,yes,072132c0-12f9-b5a4-0564-e77b2f02288e
SIU,2026-08-31T23:55:27.224382Z,89.0,11.0,30.97,yes,072132c0-0aa9-bc97-222e-a1ce254affa7
SIU,2026-08-31T23:55:27.224382Z,87.0,13.0,9.0,yes,072132c0-0299-b912-2ed1-5afed96ae4e6
SIU,2026-08-31T23:55:51.083528Z,91.0,9.0,90.0,yes,07213ca1-efb9-9ac8-ee97-efa0f15174e1
SIU,2026-08-31T23:55:51.083528Z,90.0,10.0,922.03,yes,0721333f-f1a9-9467-e384-c5e0395cf303
SIU,2026-08-31T23:55:51.083528Z,90.0,10.0,45.0,yes,0721333f-6cf9-95e6-fa58-3e473aabd011
SIU,2026-08-31T23:55:51.083528Z,87.0,13.0,11.0,yes,0721333f-6cf9-948d-e340-89dd8cb9b03e
SIU,2026-08-31T23:55:51.083528Z,87.0,13.0,9.0,yes,0721333f-6cf9-9322-f744-98ced4cf0b52
SIU,2026-08-31T23:55:51.083528Z,88.0,12.0,50.0,yes,0721333f-6409-96ee-e09d-25cb5cc1d8cb
SIU,2026-08-31T23:55:51.083528Z,87.0,13.0,25.0,yes,0721333f-6409-95b6-f6e1-675fa87f664d
SIU,2026-08-31T23:55:51.083528Z,91.0,9.0,22.0,yes,072130f4-b649-954c-fdba-6f145a3695b0
SIU,2026-08-31T23:55:51.083528Z,90.0,10.0,61.95,yes,0721303f-77c1-90a2-ef4e-978f90156ee8
SIU,2026-08-31T23:55:51.083528Z,91.0,9.0,300.0,yes,0721303f-77c1-9039-fc2c-46760a0e5b71
SIU,2026-08-31T23:56:01.871514Z,88.0,12.0,11.0,yes,07213341-76f9-9d94-8b1d-9e019b69a09d
SIU,2026-08-31T23:56:01.871514Z,88.0,12.0,9.0,yes,07213341-76f9-96d8-b79c-d48a5e197bbf
SIU,2026-08-31T23:56:01.871514Z,88.0,12.0,50.0,yes,07213341-1f69-9324-90fe-412bedfb96f2
SIU,2026-08-31T23:56:01.871514Z,89.0,11.0,50.0,yes,07213341-1739-9a99-8864-e903e389c7da
SIU,2026-08-31T23:56:01.871514Z,89.0,11.0,50.0,yes,07213341-0fc9-9c5e-8ccf-1b668cb4cc63
SIU,2026-08-31T23:56:06.868111Z,92.0,8.0,270.0,yes,07213ca0-f519-b20f-da3c-b03da85e3700
SIU,2026-08-31T23:56:06.868111Z,91.0,9.0,35.0,yes,07213341-fd91-ba26-d2f6-bb53cee2d90a
SIU,2026-08-31T23:56:06.868111Z,91.0,9.0,11.0,yes,07213341-fd91-b084-f65f-f06c7855beb3
SIU,2026-08-31T23:56:06.868111Z,90.0,10.0,50.0,yes,07213341-c1c9-b1b6-c3ff-ade22d384f3b
SIU,2026-08-31T23:56:06.868111Z,92.0,8.0,543.0,yes,0721331f-0af9-b648-d465-1578e63695fc
SIU,2026-08-31T23:56:06.868111Z,92.0,8.0,541.0,yes,0721331f-0af9-b2fc-e194-7c913586b4e1
SIU,2026-08-31T23:56:06.868111Z,92.0,8.0,543.0,yes,0721331f-0af9-b0a3-ec82-680228239e5d
SIU,2026-08-31T23:56:06.868111Z,92.0,8.0,319.0,yes,072130f9-f311-bedd-fdad-07aeac1ce738
SIU,2026-08-31T23:56:06.868111Z,92.0,8.0,82.0,yes,072130b8-5039-b2c7-d068-c32817b96776
SIU,2026-08-31T23:56:06.868111Z,92.0,8.0,900.0,yes,0721303e-6d61-b002-f18b-f0e3ce58bd31
SIU,2026-08-31T23:56:10.386479Z,92.0,8.0,32.15,no,07213341-9781-b173-8859-1002249c123e
SIU,2026-08-31T23:56:10.386479Z,92.0,8.0,848.85,no,07213341-8fb1-b0ff-b578-c95f47992cb1
SIU,2026-08-31T23:56:15.02078Z,92.0,8.0,50.0,yes,07213342-b501-aa56-f628-42aace1b1d84
SIU,2026-08-31T23:56:15.02078Z,92.0,8.0,35.0,yes,07213342-5d91-a00e-ddf2-6dd89884f397
SIU,2026-08-31T23:56:15.02078Z,92.0,8.0,68.08,yes,07213342-4919-a5b5-f3ab-9528de436eb3
SIU,2026-08-31T23:56:15.02078Z,92.0,8.0,11.0,yes,07213342-45a1-a917-c1dd-d837033d1972
SIU,2026-08-31T23:56:15.02078Z,92.0,8.0,100.0,yes,07213342-45a1-a81f-daa1-25c9300fa338
SIU,2026-08-31T23:56:19.449539Z,92.0,8.0,35.0,yes,07213342-fff9-9c09-6607-b7b83a0b5664
SIU,2026-08-31T23:56:19.449539Z,92.0,8.0,11.0,yes,07213342-fff9-945c-6dc1-c4d584e40dd4
SIU,2026-08-31T23:56:19.449539Z,92.0,8.0,37.0,yes,07213342-ea31-9f82-71fd-f03a665fd4ec
SIU,2026-08-31T23:56:19.449539Z,92.0,8.0,13.0,yes,07213342-ea31-9248-5d87-0e5262f41d61
SIU,2026-08-31T23:56:19.449539Z,91.0,9.0,50.0,yes,07213342-1f39-9fd3-4fed-fd53942bfd3a
SIU,2026-08-31T23:56:28.255168Z,93.0,7.0,300.0,yes,f47eb9a6-f178-a1ec-f45a-68ccc0ed8f99
SIU,2026-08-31T23:56:28.255168Z,93.0,7.0,295.0,yes,07213342-9259-9b5c-c298-ce15e6b783df
SIU,2026-08-31T23:56:28.255168Z,90.0,10.0,50.0,yes,07213342-9259-94ce-ce56-302a7c77b34f
SIU,2026-08-31T23:56:28.255168Z,92.0,8.0,35.0,yes,07213342-6339-9c17-fcf5-b8f2df1cc101
SIU,2026-08-31T23:56:28.255168Z,91.0,9.0,11.0,yes,07213342-5f21-9f1d-ccd3-2a67da6dafba
SIU,2026-08-31T23:56:28.255168Z,90.0,10.0,50.0,yes,07213342-4ba9-9448-f486-2e04b22a8272
SIU,2026-08-31T23:56:28.255168Z,93.0,7.0,57.0,yes,072130f6-f091-9b57-d07d-cbe09ab2bb2e
SIU,2026-08-31T23:56:28.255168Z,93.0,7.0,332.0,yes,072130ed-d6a9-9c6e-ed2c-e13dbcf9e452
SIU,2026-08-31T23:56:31.875044Z,91.0,9.0,116.94,yes,07213343-e9d1-b28c-1f82-53961bc17529
SIU,2026-08-31T23:56:31.875044Z,91.0,9.0,50.0,yes,07213343-e5f9-b6c2-01a9-8a0addcf5064
SIU,2026-08-31T23:56:31.875044Z,91.0,9.0,35.0,yes,07213343-9181-b9a1-12d9-e9a4118b5914
SIU,2026-08-31T23:56:31.875044Z,92.0,8.0,909.44,yes,07213343-9181-b677-1d4d-51cbcdceb51c
SIU,2026-08-31T23:56:38.947886Z,93.0,7.0,183.99,yes,07213343-5441-bbc4-71f5-72d8d8a295d1
SIU,2026-08-31T23:56:38.947886Z,92.0,8.0,900.0,yes,07213343-5441-b243-5559-6ab7f5bef320
SIU,2026-08-31T23:56:38.947886Z,92.0,8.0,110.6,yes,07213343-48a9-be75-508c-209c18607527
SIU,2026-08-31T23:56:44.986605Z,94.0,6.0,9.0,yes,07213343-afe9-ad69-bb83-42b011d5d668
SIU,2026-08-31T23:56:44.986605Z,94.0,6.0,29.0,yes,07213343-3601-ac51-acca-a5fdc1eccfa0
SIU,2026-08-31T23:56:44.986605Z,94.0,6.0,96.14,yes,07213343-1741-a815-9cb1-59af756d8c43
SIU,2026-08-31T23:56:44.986605Z,94.0,6.0,285.65,yes,07213343-1359-ac83-a679-d583fde48b71
SIU,2026-08-31T23:58:44.437253Z,94.0,6.0,50.0,yes,0721334a-0831-b3f1-6552-4942a6bf48bf
SIU,2026-08-31T23:58:44.437253Z,94.0,6.0,125.0,yes,07213349-2d59-b98c-7355-e149d617b48b
SIU,2026-08-31T23:58:44.437253Z,94.0,6.0,100.0,yes,07213349-2529-b29a-7d65-7736ee44613e
SIU,2026-09-01T00:15:21.644335Z,94.0,6.0,0.31,no,0721330e-1c99-a3e5-6c5b-b5a4aa73a286
