market_side,timestamp_utc,open_cents,close_cents,high_cents,low_cents,yes_bid_close_cents,yes_ask_close_cents,volume,open_interest
SAM,2026-08-21T21:00:00+00:00,,,,,8.0,29.0,0.0,0.0
SAM,2026-08-21T22:00:00+00:00,,,,,8.0,29.0,0.0,0.0
SAM,2026-08-21T23:00:00+00:00,,,,,8.0,29.0,0.0,0.0
SAM,2026-08-22T00:00:00+00:00,,,,,8.0,29.0,0.0,0.0
SAM,2026-08-22T01:00:00+00:00,,,,,8.0,29.0,0.0,0.0
SAM,2026-08-22T02:00:00+00:00,,,,,8.0,29.0,0.0,0.0
SAM,2026-08-22T03:00:00+00:00,,,,,8.0,29.0,0.0,0.0
SAM,2026-08-22T04:00:00+00:00,,,,,8.0,29.0,0.0,0.0
SAM,2026-08-22T05:00:00+00:00,,,,,8.0,29.0,0.0,0.0
SAM,2026-08-22T06:00:00+00:00,,,,,8.0,29.0,0.0,0.0
SAM,2026-08-22T07:00:00+00:00,,,,,8.0,29.0,0.0,0.0
SAM,2026-08-22T08:00:00+00:00,,,,,8.0,29.0,0.0,0.0
SAM,2026-08-22T09:00:00+00:00,,,,,8.0,29.0,0.0,0.0
SAM,2026-08-22T10:00:00+00:00,,,,,8.0,29.0,0.0,0.0
SAM,2026-08-22T11:00:00+00:00,,,,,8.0,29.0,0.0,0.0
SAM,2026-08-22T12:00:00+00:00,,,,,8.0,29.0,0.0,0.0
SAM,2026-08-22T13:00:00+00:00,,,,,8.0,29.0,0.0,0.0
