market_side,timestamp_utc,yes_bid_cents,yes_ask_cents,quoted_mid_cents,spread_cents,raw_last_trade_cents,volume,open_interest,is_liquid,tight_quote,filtered_price_cents,price_source
SIU,2026-08-19T02:00:00+00:00,7.0,90.0,48.5,83.0,,0.0,0.0,False,False,48.5,quoted_mid_wide
SIU,2026-08-19T18:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,0.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-19T21:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,0.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-20T02:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,0.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-20T23:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,0.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-21T18:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,0.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-22T22:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,0.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-23T00:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,0.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-24T07:00:00+00:00,71.0,90.0,80.5,19.0,,0.0,0.0,False,False,80.5,quoted_mid_wide
SIU,2026-08-24T08:00:00+00:00,72.0,90.0,81.0,18.0,,0.0,0.0,False,False,81.0,quoted_mid_wide
SIU,2026-08-24T09:00:00+00:00,71.0,89.0,80.0,18.0,,0.0,0.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-24T10:00:00+00:00,70.0,89.0,79.5,19.0,,0.0,0.0,False,False,79.5,quoted_mid_wide
SIU,2026-08-24T11:00:00+00:00,71.0,89.0,80.0,18.0,,0.0,0.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-24T12:00:00+00:00,72.0,89.0,80.5,17.0,,0.0,0.0,False,False,80.5,quoted_mid_wide
SIU,2026-08-24T13:00:00+00:00,71.0,89.0,80.0,18.0,,0.0,0.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-24T14:00:00+00:00,72.0,89.0,80.5,17.0,,0.0,0.0,False,False,80.5,quoted_mid_wide
SIU,2026-08-24T15:00:00+00:00,70.0,86.0,78.0,16.0,,0.0,0.0,False,False,78.0,quoted_mid_wide
SIU,2026-08-24T16:00:00+00:00,71.0,87.0,79.0,16.0,,0.0,0.0,False,False,79.0,quoted_mid_wide
SIU,2026-08-24T17:00:00+00:00,70.0,87.0,78.5,17.0,,0.0,0.0,False,False,78.5,quoted_mid_wide
SIU,2026-08-24T18:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,0.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-24T19:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,0.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-24T20:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,0.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-25T02:00:00+00:00,70.0,90.0,80.0,20.0,90.0,3.0,3.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-25T03:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,3.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-25T04:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,3.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-25T05:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,3.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-25T07:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,3.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-25T08:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,3.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-25T09:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,3.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-25T10:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,3.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-25T11:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,3.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-25T13:00:00+00:00,70.0,90.0,80.0,20.0,,0.0,3.0,False,False,80.0,quoted_mid_wide
SIU,2026-08-25T14:00:00+00:00,70.0,88.0,79.0,18.0,,0.0,3.0,False,False,79.0,quoted_mid_wide
SIU,2026-08-25T15:00:00+00:00,70.0,89.0,79.5,19.0,,0.0,3.0,False,False,79.5,quoted_mid_wide
SIU,2026-08-25T16:00:00+00:00,66.0,89.0,77.5,23.0,65.0,3.28,6.28,False,False,77.5,quoted_mid_wide
SIU,2026-08-25T17:00:00+00:00,66.0,89.0,77.5,23.0,,0.0,6.28,False,False,77.5,quoted_mid_wide
SIU,2026-08-25T18:00:00+00:00,66.0,90.0,78.0,24.0,,0.0,6.28,False,False,78.0,quoted_mid_wide
SIU,2026-08-25T21:00:00+00:00,66.0,90.0,78.0,24.0,,0.0,6.28,False,False,78.0,quoted_mid_wide
SIU,2026-08-25T22:00:00+00:00,66.0,90.0,78.0,24.0,,0.0,6.28,False,False,78.0,quoted_mid_wide
SIU,2026-08-25T23:00:00+00:00,66.0,90.0,78.0,24.0,,0.0,6.28,False,False,78.0,quoted_mid_wide
SIU,2026-08-26T00:00:00+00:00,66.0,90.0,78.0,24.0,,0.0,6.28,False,False,78.0,quoted_mid_wide
SIU,2026-08-26T01:00:00+00:00,66.0,90.0,78.0,24.0,,0.0,6.28,False,False,78.0,quoted_mid_wide
SIU,2026-08-26T02:00:00+00:00,66.0,90.0,78.0,24.0,,0.0,6.28,False,False,78.0,quoted_mid_wide
SIU,2026-08-26T03:00:00+00:00,66.0,90.0,78.0,24.0,,0.0,6.28,False,False,78.0,quoted_mid_wide
SIU,2026-08-26T06:00:00+00:00,66.0,90.0,78.0,24.0,,0.0,6.28,False,False,78.0,quoted_mid_wide
SIU,2026-08-26T07:00:00+00:00,66.0,90.0,78.0,24.0,,0.0,6.28,False,False,78.0,quoted_mid_wide
SIU,2026-08-26T08:00:00+00:00,66.0,90.0,78.0,24.0,,0.0,6.28,False,False,78.0,quoted_mid_wide
SIU,2026-08-26T09:00:00+00:00,66.0,90.0,78.0,24.0,,0.0,6.28,False,False,78.0,quoted_mid_wide
SIU,2026-08-26T12:00:00+00:00,66.0,90.0,78.0,24.0,,0.0,6.28,False,False,78.0,quoted_mid_wide
SIU,2026-08-26T17:00:00+00:00,66.0,90.0,78.0,24.0,,0.0,6.28,False,False,78.0,quoted_mid_wide
SIU,2026-08-26T18:00:00+00:00,69.0,93.0,81.0,24.0,90.0,447.0,453.28,True,False,90.0,trade
SIU,2026-08-26T19:00:00+00:00,71.0,93.0,82.0,22.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-26T20:00:00+00:00,74.0,93.0,83.5,19.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-26T21:00:00+00:00,76.0,93.0,84.5,17.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-26T22:00:00+00:00,75.0,93.0,84.0,18.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-26T23:00:00+00:00,78.0,93.0,85.5,15.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-27T00:00:00+00:00,79.0,93.0,86.0,14.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-27T01:00:00+00:00,78.0,93.0,85.5,15.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-27T03:00:00+00:00,80.0,93.0,86.5,13.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-27T04:00:00+00:00,81.0,93.0,87.0,12.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-27T05:00:00+00:00,82.0,93.0,87.5,11.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-27T06:00:00+00:00,82.0,93.0,87.5,11.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-27T08:00:00+00:00,82.0,93.0,87.5,11.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-27T10:00:00+00:00,82.0,93.0,87.5,11.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-27T11:00:00+00:00,82.0,93.0,87.5,11.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-27T15:00:00+00:00,82.0,93.0,87.5,11.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-27T16:00:00+00:00,82.0,93.0,87.5,11.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-27T17:00:00+00:00,82.0,93.0,87.5,11.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-27T19:00:00+00:00,72.0,93.0,82.5,21.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-27T20:00:00+00:00,76.0,93.0,84.5,17.0,,0.0,453.28,False,False,90.0,carried_forward
SIU,2026-08-27T21:00:00+00:00,77.0,92.0,84.5,15.0,77.0,3.0,456.28,False,False,90.0,carried_forward
SIU,2026-08-27T22:00:00+00:00,77.0,93.0,85.0,16.0,,0.0,456.28,False,False,90.0,carried_forward
SIU,2026-08-27T23:00:00+00:00,77.0,93.0,85.0,16.0,,0.0,456.28,False,False,90.0,carried_forward
SIU,2026-08-28T00:00:00+00:00,77.0,93.0,85.0,16.0,,0.0,456.28,False,False,90.0,carried_forward
SIU,2026-08-28T01:00:00+00:00,78.0,92.0,85.0,14.0,,0.0,456.28,False,False,90.0,carried_forward
SIU,2026-08-28T02:00:00+00:00,78.0,93.0,85.5,15.0,,0.0,456.28,False,False,90.0,carried_forward
SIU,2026-08-28T03:00:00+00:00,80.0,93.0,86.5,13.0,,0.0,456.28,False,False,90.0,carried_forward
SIU,2026-08-28T04:00:00+00:00,82.0,93.0,87.5,11.0,,0.0,456.28,False,False,90.0,carried_forward
SIU,2026-08-28T05:00:00+00:00,84.0,93.0,88.5,9.0,,0.0,456.28,False,True,90.0,carried_forward
SIU,2026-08-28T06:00:00+00:00,86.0,93.0,89.5,7.0,,0.0,456.28,False,True,90.0,carried_forward
SIU,2026-08-28T07:00:00+00:00,88.0,93.0,90.5,5.0,,0.0,456.28,False,True,90.0,carried_forward
SIU,2026-08-28T08:00:00+00:00,89.0,93.0,91.0,4.0,,0.0,456.28,False,True,90.0,carried_forward
SIU,2026-08-28T10:00:00+00:00,90.0,93.0,91.5,3.0,,0.0,456.28,False,True,90.0,carried_forward
SIU,2026-08-28T14:00:00+00:00,90.0,93.0,91.5,3.0,,0.0,456.28,False,True,90.0,carried_forward
SIU,2026-08-28T15:00:00+00:00,89.0,93.0,91.0,4.0,,0.0,456.28,False,True,90.0,carried_forward
SIU,2026-08-28T22:00:00+00:00,71.0,84.0,77.5,13.0,89.0,250.0,456.28,True,False,89.0,trade
SIU,2026-08-28T23:00:00+00:00,66.0,87.0,76.5,21.0,,0.0,456.28,False,False,89.0,carried_forward
SIU,2026-08-29T00:00:00+00:00,70.0,87.0,78.5,17.0,,0.0,456.28,False,False,89.0,carried_forward
SIU,2026-08-29T01:00:00+00:00,70.0,89.0,79.5,19.0,,0.0,456.28,False,False,89.0,carried_forward
SIU,2026-08-29T02:00:00+00:00,70.0,89.0,79.5,19.0,,0.0,456.28,False,False,89.0,carried_forward
SIU,2026-08-29T04:00:00+00:00,76.0,87.0,81.5,11.0,,0.0,456.28,False,False,89.0,carried_forward
SIU,2026-08-29T05:00:00+00:00,66.0,85.0,75.5,19.0,,0.0,456.28,False,False,89.0,carried_forward
SIU,2026-08-29T06:00:00+00:00,70.0,84.0,77.0,14.0,,0.0,456.28,False,False,89.0,carried_forward
SIU,2026-08-29T07:00:00+00:00,70.0,88.0,79.0,18.0,,0.0,456.28,False,False,89.0,carried_forward
SIU,2026-08-29T08:00:00+00:00,70.0,87.0,78.5,17.0,,0.0,456.28,False,False,89.0,carried_forward
SIU,2026-08-29T09:00:00+00:00,70.0,86.0,78.0,16.0,,0.0,456.28,False,False,89.0,carried_forward
SIU,2026-08-29T10:00:00+00:00,70.0,89.0,79.5,19.0,,0.0,456.28,False,False,89.0,carried_forward
SIU,2026-08-29T11:00:00+00:00,70.0,89.0,79.5,19.0,,0.0,456.28,False,False,89.0,carried_forward
SIU,2026-08-29T12:00:00+00:00,70.0,89.0,79.5,19.0,,0.0,456.28,False,False,89.0,carried_forward
SIU,2026-08-29T13:00:00+00:00,70.0,89.0,79.5,19.0,89.0,1.0,457.28,False,False,89.0,carried_forward
SIU,2026-08-29T14:00:00+00:00,66.0,89.0,77.5,23.0,,0.0,457.28,False,False,89.0,carried_forward
SIU,2026-08-29T15:00:00+00:00,66.0,89.0,77.5,23.0,,0.0,457.28,False,False,89.0,carried_forward
SIU,2026-08-29T16:00:00+00:00,65.0,89.0,77.0,24.0,65.0,13.68,470.96,True,False,65.0,trade
SIU,2026-08-29T17:00:00+00:00,65.0,89.0,77.0,24.0,,0.0,470.96,False,False,65.0,carried_forward
SIU,2026-08-29T18:00:00+00:00,65.0,89.0,77.0,24.0,,0.0,470.96,False,False,65.0,carried_forward
SIU,2026-08-29T19:00:00+00:00,66.0,86.0,76.0,20.0,,0.0,470.96,False,False,65.0,carried_forward
SIU,2026-08-29T20:00:00+00:00,66.0,84.0,75.0,18.0,,0.0,470.96,False,False,65.0,carried_forward
SIU,2026-08-29T21:00:00+00:00,65.0,83.0,74.0,18.0,,0.0,470.96,False,False,65.0,carried_forward
SIU,2026-08-29T22:00:00+00:00,65.0,82.0,73.5,17.0,,0.0,470.96,False,False,65.0,carried_forward
SIU,2026-08-30T00:00:00+00:00,66.0,78.0,72.0,12.0,77.0,1.0,471.96,False,False,65.0,carried_forward
SIU,2026-08-30T01:00:00+00:00,74.0,89.0,81.5,15.0,80.0,6.23,477.19,False,False,65.0,carried_forward
SIU,2026-08-30T02:00:00+00:00,75.0,87.0,81.0,12.0,,0.0,477.19,False,False,65.0,carried_forward
SIU,2026-08-30T03:00:00+00:00,77.0,88.0,82.5,11.0,88.0,11.3,488.49,True,False,88.0,trade
SIU,2026-08-30T04:00:00+00:00,76.0,90.0,83.0,14.0,73.0,6.32,485.49,False,False,88.0,carried_forward
SIU,2026-08-30T05:00:00+00:00,79.0,88.0,83.5,9.0,,0.0,485.49,False,True,88.0,carried_forward
SIU,2026-08-30T06:00:00+00:00,78.0,89.0,83.5,11.0,79.0,1.38,485.49,False,False,88.0,carried_forward
SIU,2026-08-30T07:00:00+00:00,80.0,89.0,84.5,9.0,89.0,9.51,495.0,False,True,88.0,carried_forward
SIU,2026-08-30T08:00:00+00:00,81.0,89.0,85.0,8.0,80.0,1.0,495.08,False,True,88.0,carried_forward
SIU,2026-08-30T09:00:00+00:00,83.0,89.0,86.0,6.0,,0.0,495.08,False,True,88.0,carried_forward
SIU,2026-08-30T10:00:00+00:00,85.0,89.0,87.0,4.0,,0.0,495.08,False,True,88.0,carried_forward
SIU,2026-08-30T11:00:00+00:00,84.0,89.0,86.5,5.0,85.0,1.0,496.08,False,True,88.0,carried_forward
SIU,2026-08-30T13:00:00+00:00,84.0,89.0,86.5,5.0,89.0,5.57,501.65,False,True,88.0,carried_forward
SIU,2026-08-30T15:00:00+00:00,84.0,90.0,87.0,6.0,89.0,7.8,509.45,False,True,88.0,carried_forward
SIU,2026-08-30T16:00:00+00:00,85.0,88.0,86.5,3.0,89.0,2.78,512.23,False,True,88.0,carried_forward
SIU,2026-08-30T17:00:00+00:00,84.0,88.0,86.0,4.0,85.0,119.45,623.69,True,True,85.0,trade
SIU,2026-08-30T18:00:00+00:00,86.0,89.0,87.5,3.0,86.0,10.17,630.4,True,True,86.0,trade
SIU,2026-08-30T19:00:00+00:00,86.0,90.0,88.0,4.0,85.0,11.52,635.91,True,True,85.0,trade
SIU,2026-08-30T20:00:00+00:00,85.0,90.0,87.5,5.0,86.0,2.84,635.91,False,True,85.0,carried_forward
SIU,2026-08-30T21:00:00+00:00,88.0,90.0,89.0,2.0,90.0,7.49,636.35,False,True,85.0,carried_forward
SIU,2026-08-30T22:00:00+00:00,88.0,90.0,89.0,2.0,,0.0,636.35,False,True,85.0,carried_forward
SIU,2026-08-30T23:00:00+00:00,88.0,90.0,89.0,2.0,90.0,1.1,637.45,False,True,85.0,carried_forward
SIU,2026-08-31T00:00:00+00:00,89.0,90.0,89.5,1.0,90.0,21.0,638.45,True,True,90.0,trade
SIU,2026-08-31T01:00:00+00:00,89.0,90.0,89.5,1.0,,0.0,638.45,False,True,90.0,carried_forward
SIU,2026-08-31T02:00:00+00:00,75.0,90.0,82.5,15.0,88.0,47.0,638.45,True,False,88.0,trade
SIU,2026-08-31T03:00:00+00:00,75.0,88.0,81.5,13.0,88.0,0.32,638.77,False,False,88.0,carried_forward
SIU,2026-08-31T04:00:00+00:00,74.0,88.0,81.0,14.0,74.0,5.61,638.77,False,False,88.0,carried_forward
SIU,2026-08-31T05:00:00+00:00,69.0,86.0,77.5,17.0,,0.0,638.77,False,False,88.0,carried_forward
SIU,2026-08-31T06:00:00+00:00,70.0,86.0,78.0,16.0,,0.0,638.77,False,False,88.0,carried_forward
SIU,2026-08-31T07:00:00+00:00,71.0,84.0,77.5,13.0,85.0,251.0,638.77,True,False,85.0,trade
SIU,2026-08-31T08:00:00+00:00,83.0,89.0,86.0,6.0,83.0,75.0,710.77,True,True,83.0,trade
SIU,2026-08-31T09:00:00+00:00,83.0,89.0,86.0,6.0,89.0,2.23,713.0,False,True,83.0,carried_forward
SIU,2026-08-31T10:00:00+00:00,84.0,89.0,86.5,5.0,,0.0,713.0,False,True,83.0,carried_forward
SIU,2026-08-31T11:00:00+00:00,83.0,90.0,86.5,7.0,,0.0,713.0,False,True,83.0,carried_forward
SIU,2026-08-31T12:00:00+00:00,83.0,90.0,86.5,7.0,,0.0,713.0,False,True,83.0,carried_forward
SIU,2026-08-31T13:00:00+00:00,83.0,90.0,86.5,7.0,,0.0,713.0,False,True,83.0,carried_forward
SIU,2026-08-31T14:00:00+00:00,83.0,90.0,86.5,7.0,90.0,2.2,715.2,False,True,83.0,carried_forward
SIU,2026-08-31T15:00:00+00:00,83.0,90.0,86.5,7.0,,0.0,715.2,False,True,83.0,carried_forward
SIU,2026-08-31T16:00:00+00:00,80.0,90.0,85.0,10.0,83.0,24.9,715.2,True,True,83.0,trade
SIU,2026-08-31T17:00:00+00:00,78.0,90.0,84.0,12.0,88.0,47.02,762.22,True,False,88.0,trade
SIU,2026-08-31T18:00:00+00:00,77.0,88.0,82.5,11.0,,0.0,762.22,False,False,88.0,carried_forward
SIU,2026-08-31T19:00:00+00:00,78.0,88.0,83.0,10.0,89.0,5.57,767.79,False,True,88.0,carried_forward
SIU,2026-08-31T20:00:00+00:00,78.0,87.0,82.5,9.0,,0.0,767.79,False,True,88.0,carried_forward
SIU,2026-08-31T21:00:00+00:00,79.0,87.0,83.0,8.0,87.0,13.26,781.05,True,True,87.0,trade
SIU,2026-08-31T22:00:00+00:00,79.0,87.0,83.0,8.0,85.0,4.0,785.05,False,True,87.0,carried_forward
SIU,2026-08-31T23:00:00+00:00,82.0,85.0,83.5,3.0,87.0,0.56,785.61,False,True,87.0,carried_forward
SIU,2026-09-01T00:00:00+00:00,93.0,95.0,94.0,2.0,94.0,11028.84,11185.91,True,True,94.0,trade
SIU,2026-09-01T01:00:00+00:00,94.0,95.0,94.5,1.0,94.0,0.31,11185.91,False,True,94.0,carried_forward
SIU,2026-09-01T02:00:00+00:00,94.0,95.0,94.5,1.0,94.0,250.0,11435.91,True,True,94.0,trade
SIU,2026-09-01T03:00:00+00:00,94.0,95.0,94.5,1.0,,0.0,11435.91,False,True,94.0,carried_forward
SIU,2026-09-01T04:00:00+00:00,94.0,95.0,94.5,1.0,95.0,1.94,11437.85,False,True,94.0,carried_forward
